facility_id,age,service_type,priority_level,customer_type,wait_tolerance,queue_length,queue_position,historical_avg_wait,active_staff_count,avg_service_time,staff_availability,hour_of_day,day_of_week,is_holiday,peak_hours,no_show_indicator,service_counters,operational_hours,feedback_score,actual_wait_time,queue_status
F004,46,inquiry,normal,walk-in,12,20,15,15,4,8.5,0.62,14,0,0,0,0,3,10,3.3,,critical
F002,41,payment,normal,online,19,6,4,15,3,8.8,0.66,17,3,0,0,0,2,9,4.3,,congested
F002,66,renewal,normal,online,26,9,7,18,6,6.1,0.91,11,4,0,1,0,2,12,3.8,,busy
F003,74,renewal,elderly,online,15,51,26,46.8,4,6.7,0.92,10,6,0,1,1,3,12,3.3,,abandoned
F002,51,inquiry,normal,appointment,11,13,9,20,3,3.7,0.76,8,1,0,0,0,2,8,3.9,,critical
F003,50,consultation,elderly,walk-in,12,13,6,27.3,3,13.4,0.87,16,6,0,0,0,3,12,4.3,,critical
F004,21,renewal,normal,online,5,36,36,41.4,7,11.4,0.91,10,2,0,1,0,2,9,3.8,,critical
F003,33,payment,urgent,online,5,12,2,25,1,3.1,0.87,17,2,0,0,0,6,12,4.1,,busy
F001,34,application,normal,walk-in,13,39,31,45,4,25.4,0.98,11,1,0,1,0,4,9,1.4,,critical
F002,40,inquiry,normal,walk-in,12,23,4,25,4,8.5,0.69,13,4,0,0,0,3,9,4.6,,critical
F001,20,consultation,urgent,online,5,15,2,11,2,11.4,0.76,8,2,0,0,0,3,8,3.8,,busy
F005,28,consultation,normal,appointment,16,26,12,24.7,3,13,0.88,18,5,0,0,1,5,9,3.9,,abandoned
F003,69,renewal,normal,walk-in,25,32,9,43.2,5,6.9,0.93,9,1,0,1,1,3,12,5,,abandoned
F003,39,renewal,elderly,appointment,29,6,2,22,1,10.2,0.74,15,4,0,0,0,6,9,5,,busy
F001,36,inquiry,normal,appointment,31,12,12,16,4,5.5,0.76,13,4,0,0,0,2,10,3.9,,congested
F001,69,payment,normal,online,20,46,5,42.1,8,7.4,0.93,10,5,0,1,0,6,12,4.1,,congested
F005,90,consultation,elderly,walk-in,17,18,16,25,2,15.4,0.61,8,4,0,0,1,3,8,1.9,,abandoned
F003,63,complaint,elderly,walk-in,8,16,8,30.6,8,13.1,0.83,10,3,0,1,0,6,9,5,,congested
F005,31,payment,normal,walk-in,12,15,9,21,3,3.2,0.84,13,4,0,0,0,5,8,4.4,,busy
F002,60,inquiry,normal,appointment,31,24,10,16.9,3,3.5,0.87,8,5,0,0,0,6,12,3.8,,normal
F004,84,consultation,elderly,appointment,18,22,8,12,2,13.1,0.69,13,4,0,0,0,3,12,4.2,,critical
F005,56,renewal,normal,appointment,13,6,6,11.4,2,10,0.79,15,0,1,0,0,5,12,4.6,,critical
F001,32,inquiry,normal,online,15,19,13,24.7,2,5.3,0.87,14,6,0,0,0,3,8,4.8,,critical
F001,20,application,normal,walk-in,9,45,19,25.2,5,12.5,0.89,12,0,0,1,0,2,10,3.8,,critical
F002,79,renewal,elderly,appointment,15,12,8,23,2,6.8,0.69,14,2,0,0,0,3,10,2.9,,critical
F001,47,inquiry,normal,walk-in,29,6,5,12,3,6.3,0.88,8,4,0,0,0,4,9,4.5,,normal
F004,41,inquiry,normal,appointment,27,18,13,34.2,3,5.4,0.85,9,3,0,1,0,6,8,3.6,,congested
F003,34,renewal,normal,online,24,56,52,39.8,4,9.4,1,9,6,0,1,0,5,10,2.6,,critical
F003,59,payment,normal,walk-in,18,24,14,23,4,7.6,0.84,16,4,0,0,0,3,8,4.1,,critical
F002,56,payment,normal,walk-in,15,24,24,22.1,4,3.2,0.7,14,5,0,0,1,6,8,5,,abandoned
F002,56,inquiry,normal,appointment,24,19,14,12,3,6.8,0.69,18,1,0,0,0,4,10,4.8,,critical
F001,40,renewal,normal,online,26,25,8,13,4,4.8,0.79,8,2,0,0,0,5,12,4.9,,busy
F005,43,payment,elderly,walk-in,13,25,8,39.6,7,3,0.8,12,4,0,1,0,3,10,5,,normal
F002,60,payment,normal,appointment,17,19,7,17,1,3,0.87,16,1,0,0,0,4,10,4.5,,critical
F003,41,consultation,normal,appointment,20,12,7,19,1,15.1,0.85,18,0,0,0,1,2,10,2.2,,abandoned
F002,48,consultation,normal,walk-in,12,15,6,14.3,3,3,0.87,15,5,0,0,0,3,10,4.7,,busy
F001,64,consultation,normal,appointment,5,9,6,15,1,10.7,0.84,15,0,1,0,0,4,9,2.7,,critical
F001,61,renewal,elderly,appointment,7,22,10,15.6,1,8.5,0.78,18,6,0,0,1,3,10,2.3,,abandoned
F002,27,application,normal,online,20,23,3,17,3,12.7,0.87,8,4,0,0,0,4,10,4.5,,busy
F004,32,inquiry,normal,appointment,21,15,12,25,3,4.6,0.71,17,2,0,0,0,3,9,4.3,,congested
F005,70,renewal,normal,walk-in,6,15,1,29.9,1,8.3,0.82,18,6,0,0,0,4,12,4.8,,critical
F005,76,consultation,elderly,online,6,18,3,20,1,18,0.69,8,4,0,0,1,5,10,4.1,,abandoned
F005,27,inquiry,normal,walk-in,16,18,7,20.8,4,6.8,0.61,17,6,0,0,0,2,8,4.5,,critical
F001,30,inquiry,elderly,online,9,10,4,25.2,6,8,0.97,12,1,0,1,0,6,9,3.8,,normal
F003,67,consultation,normal,online,11,12,9,13,4,8.7,0.89,14,4,0,0,0,2,10,4.5,,critical
F004,22,renewal,elderly,walk-in,11,23,13,20,4,4,0.83,17,1,0,0,0,5,9,3.9,,congested
F002,80,complaint,elderly,appointment,14,6,1,7.8,3,10.9,0.73,15,0,1,0,0,4,12,3.7,,normal
F005,21,complaint,normal,online,11,13,4,6.6,4,20.2,0.78,16,0,1,0,0,6,10,4.4,,critical
F001,88,application,elderly,online,13,11,7,24,1,11.6,0.68,13,1,0,0,0,5,12,2.3,,critical
F001,26,renewal,normal,appointment,10,22,11,25,1,11.8,0.63,14,2,0,0,0,4,10,2.3,,critical
F001,82,consultation,elderly,online,23,14,11,56.2,4,3,0.92,12,6,0,1,0,3,10,4.5,,normal
F001,45,renewal,normal,walk-in,25,12,8,25,4,9,0.84,13,2,0,0,1,5,12,4,,abandoned
F002,71,payment,elderly,walk-in,18,14,6,34.2,7,6.7,0.9,9,1,0,1,0,4,8,3.5,,normal
F001,21,renewal,normal,online,22,10,6,34.2,7,10.4,1,12,4,0,1,0,6,9,4.2,,busy
F001,48,inquiry,normal,walk-in,13,21,17,25,2,5.8,0.69,14,1,0,0,1,3,10,3.5,,abandoned
F002,21,consultation,elderly,online,12,23,3,19,2,20.5,0.69,18,0,0,0,0,2,12,2.3,,critical
F005,90,inquiry,elderly,online,14,41,27,36,5,9.5,0.88,12,1,0,1,0,5,9,3.7,,critical
F001,38,inquiry,normal,walk-in,18,9,6,14,4,7.3,0.83,17,2,0,0,0,3,9,3.8,,busy
F002,22,renewal,normal,walk-in,19,28,13,43.2,6,5.6,0.97,11,4,0,1,0,4,8,4,,congested
F005,51,consultation,normal,walk-in,13,8,3,10,3,12.2,0.62,17,2,0,0,0,2,9,4.9,,critical
F002,55,application,elderly,appointment,22,13,8,11,4,23.9,0.84,15,4,0,0,0,5,12,3.6,,critical
F005,56,renewal,normal,online,7,18,5,13,2,5.1,0.65,16,5,0,0,0,3,10,4.7,,critical
F002,27,complaint,normal,walk-in,21,15,14,31.2,2,17.6,0.74,14,5,0,0,0,2,8,2,,critical
F005,66,complaint,normal,walk-in,18,45,38,23.4,5,21.5,0.96,10,1,0,1,0,5,8,1.6,,critical
F002,82,consultation,elderly,online,20,24,24,14,3,20.1,0.96,12,0,1,1,0,4,12,1.3,,critical
F001,80,renewal,elderly,appointment,8,18,18,16,3,9.1,0.62,17,0,0,0,1,4,8,2.8,,abandoned
F002,89,consultation,elderly,walk-in,8,25,4,19,1,3.8,0.88,16,2,0,0,0,3,10,4,,congested
F001,57,consultation,elderly,appointment,18,8,8,6.6,3,11.8,0.72,17,0,1,0,0,5,12,4.5,,critical
F003,45,application,normal,appointment,30,7,1,16,1,24.6,0.68,16,0,0,0,0,4,12,4.1,,congested
F004,78,renewal,elderly,walk-in,20,43,18,19.8,6,8.9,0.95,10,3,0,1,1,4,10,4.2,,abandoned
F005,75,application,elderly,appointment,12,5,5,17,2,3.7,0.78,17,4,0,0,0,4,8,4.7,,busy
F002,18,consultation,normal,appointment,26,22,1,22.1,2,13.1,0.73,14,6,0,0,0,2,8,5,,normal
F003,22,consultation,normal,walk-in,19,7,1,22,3,11.4,0.69,14,1,0,0,0,3,12,4.1,,normal
F005,53,consultation,normal,appointment,27,34,19,39.6,6,15.5,0.92,12,1,0,1,0,6,10,3.9,,critical
F004,49,consultation,elderly,appointment,6,30,26,23.4,3,9.9,1,9,2,0,1,0,2,8,3.4,,critical
F005,58,inquiry,normal,appointment,29,41,20,28.8,4,4.8,0.96,11,2,0,1,0,2,8,3.4,,critical
F003,72,application,elderly,appointment,15,6,1,18,1,11.8,0.65,15,2,0,0,0,2,10,5,,busy
F002,47,renewal,elderly,appointment,14,12,4,19,4,3,0.9,14,4,0,0,0,3,8,3.7,,normal
F005,47,payment,normal,online,14,16,8,10,1,7.4,0.69,8,0,0,0,0,3,12,3.9,,critical
F003,32,inquiry,normal,online,8,43,31,43.2,4,5.9,0.82,11,4,0,1,0,5,9,4.3,,critical
F002,89,payment,elderly,online,20,28,28,39.6,5,5.7,0.99,10,1,0,1,0,5,12,3.8,,congested
F004,28,complaint,elderly,online,16,21,9,28.8,3,19,0.98,9,0,0,1,0,5,8,3,,critical
F001,30,complaint,normal,online,24,20,8,20,4,17,0.78,13,4,0,0,0,5,9,3.5,,critical
F005,42,application,normal,online,7,20,9,28.6,3,9.7,0.72,17,5,0,0,0,5,8,4.6,,critical
F002,59,complaint,urgent,online,5,16,16,10,2,11.5,0.78,18,2,0,0,0,5,8,2.7,,critical
F004,37,application,normal,walk-in,22,20,11,18.2,1,11.3,0.7,14,5,0,0,0,2,8,1.9,,critical
F002,25,complaint,normal,appointment,14,12,6,41.4,3,17.7,0.88,9,2,0,1,0,6,10,3.7,,critical
F002,28,application,urgent,online,5,9,2,17,1,3,0.61,17,2,0,0,0,3,10,3.9,,normal
F003,89,consultation,elderly,walk-in,13,22,16,18.2,2,18,0.8,17,5,0,0,1,4,8,1.4,,abandoned
F005,70,payment,normal,walk-in,39,16,11,23,1,6.7,0.78,15,0,0,0,1,6,9,2.9,,abandoned
F002,85,consultation,elderly,online,10,10,5,7.8,4,10,0.72,14,0,1,0,0,2,9,3.9,,critical
F005,73,complaint,elderly,online,15,43,16,41.4,7,8.8,0.84,9,1,0,1,0,2,12,4.6,,critical
F003,36,payment,elderly,walk-in,15,28,26,28.1,8,7.2,0.91,12,6,0,1,0,3,9,4.4,,critical
F005,31,inquiry,normal,online,13,13,7,22.1,4,4.2,0.77,14,6,0,0,0,4,9,4.8,,busy
F004,71,application,elderly,walk-in,10,23,9,34.2,8,13.8,0.9,10,3,0,1,0,6,12,5,,critical
F003,46,renewal,normal,walk-in,11,28,2,53.8,5,6.9,0.8,9,6,0,1,0,6,12,5,,normal
F005,62,complaint,normal,appointment,5,31,22,14.3,4,18.1,0.81,13,5,0,0,1,5,8,2.4,,abandoned
F004,37,complaint,normal,walk-in,16,5,3,22,2,18,0.74,17,4,0,0,0,5,8,4.6,,critical
F005,27,renewal,normal,online,15,28,26,13,2,3,0.79,13,6,0,0,0,6,12,3.6,,critical
F002,43,application,elderly,online,20,24,12,25,3,13.1,0.83,15,0,0,0,1,4,12,3.6,,abandoned
F003,45,inquiry,normal,walk-in,23,30,30,43.2,3,5.5,0.84,9,2,0,1,0,5,12,4.3,,critical
F001,89,renewal,elderly,online,7,25,24,27,4,8.9,0.84,9,3,0,1,0,4,12,3.7,,critical
F001,39,payment,normal,walk-in,33,25,9,14,4,3.7,0.67,16,1,0,0,0,2,12,4.8,,busy
F005,39,consultation,normal,appointment,15,25,15,17,4,16.5,0.89,16,2,0,0,0,4,9,2.2,,critical
F001,75,consultation,elderly,online,11,9,9,34.2,4,6.7,0.91,10,1,0,1,0,5,9,4.4,,congested
F001,68,payment,normal,online,13,15,2,15,3,3.5,0.71,14,1,0,0,0,2,10,4.3,,normal
F001,56,application,elderly,online,5,22,9,14,2,11.1,0.73,16,1,0,0,0,2,9,3.3,,critical
F002,59,payment,normal,appointment,18,6,2,18.4,3,8.1,0.94,10,0,1,1,0,4,9,5,,normal
F002,73,consultation,elderly,appointment,19,41,10,18,7,10,0.82,11,3,0,1,0,2,12,4.6,,critical
F003,89,inquiry,elderly,appointment,13,20,10,10,2,5.6,0.66,14,4,0,0,1,4,8,4.3,,abandoned
F003,51,inquiry,normal,online,15,53,30,23.4,3,7.4,0.94,9,5,0,1,0,6,8,3.8,,critical
F001,70,inquiry,normal,appointment,28,14,3,23,2,3.2,0.75,18,2,0,0,0,2,10,4.7,,normal
F003,70,application,elderly,walk-in,19,31,19,29.9,1,20.1,0.82,8,5,0,0,0,3,10,1,,critical
F004,35,payment,normal,appointment,13,39,4,36,7,4.4,0.97,11,1,0,1,0,4,9,5,,congested
F003,57,complaint,elderly,online,14,20,13,15,3,12.6,0.82,8,1,0,0,0,2,8,3.1,,critical
F005,59,payment,normal,online,22,15,9,23,2,3,0.74,13,1,0,0,0,3,12,4.1,,busy
F001,20,application,normal,online,22,12,1,18,3,17.7,0.84,15,2,0,0,0,6,12,4,,normal
F003,34,renewal,normal,online,17,10,10,17,3,4.3,0.89,14,3,0,0,0,4,9,4.2,,busy
F005,74,inquiry,elderly,appointment,22,15,8,25,1,6.3,0.63,13,2,0,0,0,6,9,3.7,,critical
F005,36,inquiry,normal,online,7,19,9,20,1,8.6,0.63,13,2,0,0,0,4,12,4.1,,critical
F001,39,renewal,normal,appointment,13,18,4,28.8,4,12.6,0.88,9,1,0,1,0,2,9,4.4,,critical
F004,34,consultation,urgent,appointment,5,27,21,22.1,1,6.1,0.81,18,6,0,0,0,2,8,2.2,,critical
F004,79,complaint,elderly,appointment,15,23,20,14,4,18.6,0.63,17,2,0,0,0,2,9,1.9,,critical
F002,84,application,elderly,appointment,18,16,5,21,4,15.6,0.75,15,0,0,0,0,6,12,3.5,,busy
F005,19,application,normal,online,34,25,1,25,2,11.8,0.75,8,0,0,0,0,4,10,4.8,,normal
F004,57,renewal,elderly,walk-in,18,13,2,11,4,13.7,0.72,18,0,0,0,0,3,12,4.8,,normal
F001,47,complaint,normal,appointment,26,14,13,24,3,18.1,0.9,13,1,0,0,1,4,9,3.4,,abandoned
F004,84,application,elderly,online,19,19,19,14.3,4,11.4,0.84,16,6,0,0,0,4,10,3.6,,critical
F003,81,complaint,elderly,walk-in,15,27,14,21.6,6,12.3,0.9,11,3,0,1,0,2,12,5,,critical
F003,30,inquiry,normal,walk-in,30,34,30,39.6,3,3.2,0.98,11,1,0,1,0,2,8,4.5,,critical
F002,38,application,elderly,walk-in,20,16,7,28.8,8,22.3,0.94,11,3,0,1,0,3,12,4.2,,critical
F004,60,application,normal,walk-in,32,7,6,19.5,2,16,0.63,13,5,0,0,0,4,9,3.1,,critical
F002,60,complaint,normal,walk-in,33,8,5,24,2,16.3,0.68,13,0,0,0,0,3,9,4.1,,critical
F004,60,inquiry,normal,online,22,10,10,30.6,8,6.6,0.87,9,1,0,1,0,2,9,4,,critical
F003,27,renewal,normal,online,22,25,14,44.5,5,6.8,0.99,9,6,0,1,0,5,12,4.8,,busy
F004,49,application,normal,walk-in,37,56,6,32.8,6,15.3,0.94,9,5,0,1,0,4,8,4.9,,critical
F003,39,payment,normal,appointment,21,21,18,39.8,8,5.2,0.94,9,5,0,1,1,4,12,3.8,,abandoned
F002,50,consultation,normal,appointment,21,28,12,36,5,11.2,0.92,11,4,0,1,1,4,12,4.5,,abandoned
F005,57,application,normal,online,20,11,4,14,4,8.3,0.72,15,1,0,0,0,2,10,4.2,,congested
F001,40,application,normal,online,15,15,7,28.6,2,10.8,0.88,8,6,0,0,0,3,9,2.8,,critical
F001,20,renewal,elderly,appointment,15,17,4,24,1,5.6,0.73,15,4,0,0,0,2,10,4.2,,congested
F001,44,payment,urgent,walk-in,7,16,10,14.3,4,3.4,0.73,8,5,0,0,0,5,9,3.1,,busy
F005,48,complaint,normal,online,31,12,10,12,2,21.5,,18,3,0,0,0,3,8,2.6,,error
F002,28,inquiry,urgent,walk-in,6,18,6,41.4,3,6.6,0.97,11,3,0,1,0,6,9,4,,congested
F002,24,inquiry,elderly,appointment,17,16,10,21.6,6,5.1,0.95,12,0,1,1,0,6,9,4.5,,normal
F003,84,complaint,elderly,appointment,17,11,2,35.1,6,23.1,1,10,6,0,1,0,5,12,4.1,,normal
F004,52,complaint,normal,online,22,20,14,10,4,23.6,0.85,13,4,0,0,0,4,12,3.4,,critical
F004,40,renewal,urgent,appointment,5,37,30,37.4,6,7.3,0.91,12,6,0,1,0,6,10,4,,critical
F005,58,inquiry,normal,online,10,12,8,14.4,1,8.2,0.9,17,0,1,0,1,6,12,3.2,,abandoned
F004,69,payment,urgent,walk-in,6,21,2,14,2,4.5,0.87,16,4,0,0,0,4,8,4.6,,normal
F005,27,inquiry,normal,appointment,13,15,9,13.8,1,3,0.7,13,0,1,0,0,6,8,3.8,,critical
F001,57,inquiry,normal,walk-in,32,20,19,21,1,8.9,0.64,18,2,0,0,0,3,10,1.1,,critical
F005,52,renewal,normal,online,20,7,7,22,1,7.3,0.63,13,0,0,0,0,4,8,3.5,,critical
F001,83,consultation,elderly,online,14,18,16,14,5,8.1,0.83,9,0,1,1,0,2,12,4.5,,critical
F002,72,payment,elderly,online,16,39,38,37.8,8,3,0.89,12,1,0,1,0,4,12,4.8,,congested
F003,22,consultation,elderly,online,8,23,1,11,4,8.5,0.62,13,1,0,0,0,2,9,2.8,,busy
F005,54,complaint,normal,online,24,41,31,27,8,11.8,0.95,10,1,0,1,0,3,8,4.7,,critical
F003,64,inquiry,elderly,online,12,43,39,45,5,4,0.93,10,0,0,1,0,3,12,4.5,,critical
F003,50,renewal,normal,online,26,13,6,18.2,4,9.4,0.8,15,6,0,0,0,3,8,3.4,,busy
F002,45,renewal,normal,walk-in,42,44,19,25.7,8,5.3,0.97,12,5,0,1,0,5,9,5,,congested
F001,75,inquiry,elderly,appointment,13,17,4,22,1,4.8,0.85,14,4,0,0,0,5,10,4.4,,congested
F001,68,renewal,normal,online,19,21,17,12,3,5.9,0.68,13,1,0,0,0,3,10,3.9,,critical
F004,63,consultation,normal,online,9,44,17,42.1,5,12.6,0.81,12,5,0,1,0,3,9,4.1,,critical
F005,74,payment,elderly,online,20,41,7,23.4,3,3,0.82,11,3,0,1,0,4,8,4.7,,congested
F005,83,inquiry,elderly,appointment,13,24,18,20,2,6.3,0.85,14,1,0,0,1,5,8,4.2,,abandoned
F002,76,complaint,elderly,walk-in,9,14,11,23.4,1,11.9,0.86,8,6,0,0,1,5,10,1.2,,abandoned
F005,19,payment,normal,appointment,15,19,11,24.7,2,4.6,0.85,15,5,0,0,0,2,9,4.2,,critical
F005,50,complaint,normal,walk-in,9,56,47,42.1,6,15.1,0.86,12,6,0,1,1,3,12,1.6,,abandoned
F005,78,renewal,elderly,appointment,9,10,2,18,4,9.2,0.62,16,1,0,0,0,2,10,3.7,,congested
F003,72,payment,elderly,appointment,20,19,14,24,4,4.9,0.88,17,4,0,0,0,6,10,4.3,,busy
F004,53,payment,normal,walk-in,17,9,2,25.2,8,5.9,0.99,12,3,0,1,0,2,10,4.7,,normal
F001,60,inquiry,normal,walk-in,18,16,7,42.1,6,7.1,0.98,10,6,0,1,0,3,10,4.2,,congested
F001,79,renewal,elderly,walk-in,15,43,16,41.4,8,7.2,0.96,12,2,0,1,0,4,12,4,,congested
F005,48,payment,elderly,appointment,16,14,13,56.2,3,6.5,0.93,10,5,0,1,0,2,10,4.2,,critical
F002,34,payment,normal,online,25,19,10,17,2,4.4,0.62,14,3,0,0,0,5,8,4.5,,congested
F002,56,renewal,normal,walk-in,16,24,12,29.9,2,6.5,0.86,18,6,0,0,0,2,9,4.8,,critical
F003,89,payment,elderly,appointment,16,12,9,6.6,4,3,0.72,15,0,1,0,0,6,10,4.7,,busy
F002,59,inquiry,urgent,online,5,32,6,23.4,4,8.7,0.93,11,5,0,1,0,4,9,4.2,,congested
F005,87,complaint,elderly,appointment,19,22,14,14.3,3,4.7,0.85,18,5,0,0,0,6,10,5,,busy
F002,54,application,normal,walk-in,21,34,3,36,4,22.7,0.81,10,2,0,1,0,6,12,3.5,,congested
F004,38,complaint,urgent,walk-in,5,9,4,41.4,6,9.3,0.9,10,2,0,1,0,5,12,4.7,,normal
F002,61,complaint,elderly,online,21,10,8,14,4,24.7,0.82,16,2,0,0,0,3,8,3.7,,critical
F002,46,application,normal,walk-in,33,13,8,12,1,7.9,0.72,15,1,0,0,0,4,10,4,,critical
F004,79,renewal,elderly,appointment,13,12,6,23,2,3.8,0.66,18,3,0,0,0,2,8,5,,busy
F002,78,renewal,elderly,walk-in,25,14,1,18.2,4,7.9,0.67,13,6,0,0,0,6,10,5,,normal
F005,57,consultation,urgent,appointment,8,10,5,11,2,15.1,0.7,15,4,0,0,0,6,9,4.8,,critical
F003,22,inquiry,elderly,walk-in,12,14,2,13,4,4.9,0.74,15,4,0,0,0,6,12,4.2,,normal
F005,76,complaint,elderly,appointment,20,28,17,51.5,5,15.7,0.88,12,6,0,1,1,4,12,3.4,,abandoned
F004,40,complaint,normal,online,29,43,5,27,5,12.3,0.91,11,0,0,1,0,5,8,4.8,,congested
F004,48,payment,elderly,walk-in,15,31,9,26,3,5.6,0.89,14,6,0,0,0,5,8,3.6,,congested
F002,28,consultation,elderly,walk-in,18,11,1,22.1,2,3.9,0.77,13,5,0,0,1,6,12,4.5,,abandoned
F001,46,application,elderly,walk-in,14,12,6,23,1,24.4,0.7,14,3,0,0,0,6,8,2.2,,critical
F004,53,inquiry,urgent,appointment,5,19,11,39.6,6,6.9,0.8,11,4,0,1,0,3,12,4.1,,critical
F003,73,application,elderly,online,13,24,12,24,3,15.9,0.71,14,3,0,0,0,6,10,3.4,,critical
F003,48,complaint,normal,appointment,30,15,7,8.4,1,27.8,0.73,13,0,1,0,1,2,9,1.8,,abandoned
F005,34,renewal,normal,online,24,28,5,19.8,6,4,0.98,10,2,0,1,0,3,8,4.1,,normal
F001,41,consultation,urgent,walk-in,5,12,5,37.8,6,13.3,0.86,9,3,0,1,0,3,8,3.8,,busy
F002,67,complaint,normal,online,16,43,17,43.2,4,18.3,0.81,10,0,0,1,0,4,8,3.7,,critical
F002,40,payment,normal,online,19,7,7,15,3,7.6,0.86,13,2,0,0,0,6,9,4.5,,congested
F001,20,complaint,normal,online,29,53,17,28.1,4,18.4,0.96,11,6,0,1,1,4,9,3.7,,abandoned
F002,25,application,elderly,online,13,5,3,25,3,14.4,0.63,13,4,0,0,0,3,10,4.2,,congested
F005,29,application,normal,appointment,8,8,4,20.5,8,12.8,0.99,9,0,1,1,0,4,12,4.6,,congested
F002,73,complaint,elderly,appointment,13,13,8,29.9,4,19.2,0.63,17,6,0,0,0,2,8,4.6,,critical
F005,44,consultation,normal,appointment,5,37,6,30.6,3,9.7,0.82,10,3,0,1,0,2,9,3.1,,critical
F002,87,application,elderly,appointment,10,25,17,12,4,3,0.8,17,2,0,0,0,3,8,4.2,,congested
F002,22,application,normal,online,20,21,5,12,2,9.3,0.66,18,3,0,0,0,2,12,3.7,,critical
F002,69,complaint,urgent,online,5,20,2,19,1,15.5,0.87,14,0,0,0,1,6,8,4.9,,abandoned
F001,55,inquiry,normal,walk-in,27,6,3,10,1,8.3,0.67,16,0,0,0,0,3,10,2.7,,congested
F004,21,inquiry,normal,online,15,20,3,18,4,5.8,0.83,17,1,0,0,0,5,10,5,,busy
F001,76,complaint,elderly,appointment,13,9,4,12,4,16.9,0.83,13,4,0,0,0,3,12,3.4,,congested
F005,25,complaint,urgent,online,6,27,25,43.2,3,16.4,0.99,9,2,0,1,0,5,9,2.4,,critical
F004,62,consultation,normal,appointment,27,31,20,23.4,4,15.2,0.87,15,5,0,0,0,6,9,2.9,,critical
F001,77,complaint,elderly,walk-in,11,10,1,45,3,10.2,0.95,11,4,0,1,0,6,12,4.5,,normal
F004,89,consultation,elderly,walk-in,9,32,13,30.6,4,7.3,0.84,12,2,0,1,0,4,12,3.9,,critical
F005,88,application,elderly,walk-in,12,11,10,15,2,12.3,0.74,16,0,0,0,0,5,9,3.8,,critical
F002,36,application,urgent,walk-in,5,20,18,26,3,15.3,0.71,13,6,0,0,0,6,8,2.5,,critical
F005,45,consultation,normal,walk-in,17,14,9,15,2,12.4,0.73,14,2,0,0,0,5,9,3.7,,critical
F003,48,payment,normal,appointment,23,22,1,11,3,3,0.81,18,4,0,0,0,6,10,4.6,,normal
F004,79,inquiry,elderly,walk-in,11,23,4,39.6,4,9.6,0.9,12,0,0,1,0,3,8,4.6,,congested
F001,79,inquiry,elderly,online,12,30,2,23.4,5,7.1,0.87,10,4,0,1,0,2,10,4.5,,busy
F004,87,payment,elderly,online,6,8,5,16,4,6.7,0.87,13,2,0,0,0,2,8,4.1,,critical
F003,66,payment,normal,appointment,22,7,1,15,4,7.7,0.82,8,1,0,0,1,4,10,4,,abandoned
F004,68,complaint,normal,walk-in,29,37,16,39.6,7,20.1,0.95,12,4,0,1,0,5,8,2.7,,critical
F004,52,renewal,elderly,appointment,5,25,22,20,3,7.2,0.9,8,4,0,0,0,5,8,3.9,,critical
F004,70,application,normal,online,15,27,5,15.1,6,18.3,0.96,9,0,1,1,0,6,12,4.2,,congested
F005,74,consultation,elderly,walk-in,15,19,13,30.6,7,11.3,0.87,10,0,0,1,0,4,12,4.8,,critical
F005,21,renewal,urgent,walk-in,5,24,19,12,4,11.5,0.8,17,4,0,0,0,2,8,4.3,,critical
F004,48,consultation,normal,appointment,19,23,17,32.4,7,9.7,0.85,12,4,0,1,0,2,8,3.1,,critical
F003,60,application,normal,appointment,13,29,11,16.9,3,9.2,0.84,15,5,0,0,0,4,12,2.7,,critical
F001,78,consultation,elderly,walk-in,14,28,28,41.4,4,15.3,0.89,12,3,0,1,1,2,12,3.4,,abandoned
F005,44,inquiry,normal,appointment,23,23,10,43.2,7,3,0.93,9,2,0,1,0,3,9,3.5,,normal
F001,88,payment,elderly,appointment,18,12,3,23,3,4.6,0.87,14,3,0,0,0,2,8,4.3,,normal
F002,34,consultation,urgent,online,5,14,5,12,4,7.9,0.72,15,0,1,0,0,2,10,4.5,,critical
F003,54,application,normal,walk-in,18,7,6,19,2,25.1,0.79,17,3,0,0,0,4,9,3,,critical
F005,45,complaint,normal,online,18,20,6,25,3,23.3,0.86,16,0,0,0,0,2,9,3.2,,critical
F005,66,renewal,normal,online,22,13,11,24,4,7.5,0.63,14,4,0,0,1,3,8,4.2,,abandoned
F004,84,complaint,elderly,walk-in,13,31,9,15.6,1,7.1,0.75,15,6,0,0,0,2,8,5,,critical
F002,28,inquiry,elderly,appointment,10,18,17,39.8,3,7.2,0.95,12,5,0,1,0,4,12,2.8,,critical
F004,61,application,normal,online,22,10,4,25,4,12.5,0.89,18,2,0,0,0,5,8,3.4,,busy
F005,36,consultation,elderly,online,20,15,4,15,3,11.9,0.88,16,3,0,0,0,2,9,4.6,,busy
F003,25,application,urgent,appointment,8,31,14,28.6,4,10.6,0.82,15,5,0,0,0,3,9,4.2,,critical
F002,70,consultation,normal,walk-in,15,18,13,18.2,1,5.9,0.83,13,6,0,0,1,5,8,3.8,,abandoned
F004,75,consultation,elderly,online,13,6,2,25,1,12.7,0.76,17,2,0,0,0,5,9,3.5,,critical
F003,48,application,elderly,appointment,17,13,9,18,2,16.4,0.8,8,1,0,0,0,6,12,3,,critical
F004,70,application,normal,appointment,5,16,2,25,3,6.2,0.8,18,1,0,0,0,4,12,5,,busy
